"average_stars","compliment_cool","compliment_cute","compliment_funny","compliment_hot","compliment_list","compliment_more","compliment_note","compliment_photos","compliment_plain","compliment_profile","compliment_writer","cool","elite","fans","friends","funny","name","review_count","useful","user_id","yelping_since"
"3.73","3","0","3","4","0","2","2","0","0","0","0","6","[]","1","[""GS_FMXIHPTvG2GF7NU2bRQ"",""dl5FlB-GGqgCNtFu5-fQ7A"",""NMmu4oC-YRqdi0WY9pV78g"",""e20odwMKY7UqopQkNC3nLQ"",""dIIKEfOgo0KqUfGQvGikPg"",""Exa4ztuy4tHCMTn5gamQDQ"",""yszYcfzs9iyQ4cAnE2sMvg"",""M7PSo2JP6TmWx-aRtWdUVg"",""7ieeIi3jbIUuGnf4P1epZg"",""LM6pxbcfdyUS8M2jWoQk1g"",""rKOVduk_kQpoIiom5lbBAQ"",""PAeEkjrXTub0ENa4rZiWvA"",""cvk-083U6UMNdNOboQ7dKg"",""6p1NDChnIpGl29Ce3cMKWg"",""Hn4pXU_DO_PliVGaNRUjGg"",""2gu5B_JbJlfZLhihSr-apQ"",""jwfOpCgeob0itikBIfPi2Q"",""NhmphSLfLLI4FY_C_q3SVw"",""l5Fba-9TGiK9q0KqlaNUIQ"",""SCZBd9MLYVhinZL4FkXNvg"",""eh_j1Ukde1T9nyjVlqCnEg"",""FNP8h7mywPGKkErQSBJdqg"",""HtCPdVujYJAZF4FKr-C9Lg"",""YL9bTV9s2l7vGkVW3OyiqA"",""WxwBaCUHlIeGuux6acCQBA"",""Ui3BHoWsFnLhFI3v76M5fw"",""ua4cmdW4iEV83DF347odhw"",""aSbnrqpX-CHr8nxHhaCHZw"",""DMHPVjHKaUStUBMPH2TjNA"",""5jn8w3DQTYiZ606epjYqBQ"",""JZAavq6aTIP4Nk6TYeZJ4g"",""3xORNxbKdd08LUf0tclx3A"",""uqJ0kCrmZOEZzbt4qV3ODA"",""UmXzwFM2OkZHWJ5cJZlqkg""]","14","Dia","45","32","Q5oEbIyoZsIoQCras9CNvA","2007-03-19"
"3.47","2","0","2","0","0","0","1","0","4","0","0","7","[]","2","[""RdMD77Uwe8Mjy_EptbPa3g"",""MQaV8arvukrpqwpLy4jM6Q"",""9oE3ZY8IvESfJb2fsjTpgA"",""deL6e_z9xqZTIODKqnvRXQ"",""dyShjjxBBU41AUZBc1v6Mw"",""D2_gTyhIJYi_fcWl_YsGxg"",""VF7FVv-ArSCyn8_q0QbB7Q"",""o2Wgvsv-nY-hRZpTVap48w"",""cDxDtMPoy2R0LajxOFB6eQ"",""s0qAKwh6029BfG5_n7zrTg"",""fnbioq_N2y943eGZ-Ee-QQ"",""7HOBCw1pTaZU5qcqwwNy3w"",""Jbta3PUYLMKhYSqpPJc5MA"",""0CwbE0jy5L9B_dFHygwdnA"",""OHa_GzJceqqaFhTpMqfIJw"",""JLWGed2o-5OZLeDHD0yfRA"",""LXwJx73Jd4RYtM5vpXnWbA"",""4IxVo5Cp3TyyyvH8wOT9yA"",""d2on-aKEeneDCJ9gR28Sgw"",""bK5NmgzMWdrJaIsy6fTnxQ"",""CvU_z2U8y4CDvWPKmUp7Ag"",""rKnBrjxYLn0e6a48xH3c4Q"",""EulPCUcRWblbfvMTAfuXjg"",""CeQh69cx7UEcAcqM-zFMuw"",""f6T8ByrG0z9k3h-9KSeqyA"",""q699A0X4vk-oCSV2D8P9vw"",""gWTOYTdpcm0xsgY6k57PGg"",""RA5wMYT92C09-kSa39KQaw"",""__ft9xJoD1pf5SYZ7iybig"",""5GMtFj0n7B_EFABg03RHwQ"",""AKjUhNGgcQizCEhkx3WsqQ"",""IpdMcoGg1IpBVNIBXPRG8A"",""8kcB2VEKgwVptdhdtC3EHA"",""eH5cPO1SV9hTVktzenjYgw"",""f4GXSyxFoHFNW7Og0J3WXw"",""h6YBl9cj-Vlq6gXkmZNQUQ"",""vsycMyAF-KPR7jsMJXbIEw"",""wk0XxnG0VgJn_2RCKKRhxg"",""iO71kL4mkIYB_9TexWga_w"",""h4X30KkTuSOX9hxmZDsNZQ"",""AsPw_6do6ryUugeueh72bw""]","4","Denny","44","21","II6YjclTbesSBgsV4teGRQ","2009-06-10"
"3.87","24","5","24","20","0","2","12","8","29","3","8","24","[2015,2016,2017,2010,2013,2014,2008]","33","[""D43OWyfzIQjL8feJpYh2SQ"",""A21q3ZenowJP27kOgnUsGQ"",""Bjzw7ql1EgoRu9TYD925_A"",""WG3w_73scm_JUWJ_3Lgn0Q"",""RL2fV7JSCkRJyFUUz1qqsw"",""mR2P6XpEdbp0EjNsic721Q"",""uqd0G-uoYzwYAuquCjfE7A"",""jT1japLeFEucHwEaEmFf5g"",""-4BEUkLvHQntN6qPfKJP2w"",""0v9ouDw3jLW4dAt9Z60dWg"",""UWK3mKjnsVOA6sGim6zfgg"",""Rqyopl4UX2Yuksn97yR2PQ"",""vaJL8rjP-AVKSr_yltUgMQ"",""cmT2QXl_41MRuYvk-ia1KQ"",""QJykzZNT3gDRXO4WJ9AMUQ"",""XrlYaTPoZTpi-iluryFNcg"",""Yjer78RnYr7OCzirgdcOaw"",""Hi10sGSZNxQH3NLyWSZ1oA"",""NRGJ4IvauajqqCbhT640cw"",""-NbeVN5tnwdyYAvdNkKMjw"",""I5mR8nQz41ttMZ-GEl6MVQ""]","36","Stephanie","268","24","1L1AoT1A9PPhHW-2fYnBCw","2007-12-14"
"3.84","242","2","242","173","1","9","113","66","197","13","30","237","[]","17","[""53-0CIUo-pd5ysfvHXb2yQ"",""KW2f_vCCUtuSytyyUQ3Qfg"",""bP1-iaqAuy4tEoviQaxJrA"",""bJiEoTDoZJ737KhQtKsBbw"",""dqdNK2L3in5RvzBka9zezQ"",""xNKjIktegMyHVSXFznJTRg"",""8k3aO-mPeyhbR5HUucA5aA"",""wTfb2nfzPIyFcYQArdPtuQ"",""lT49-Xggq_VAB2E9dce0yA"",""7uOxjRC9lVRc8SEjHDHHMw"",""SoiacX2r2mvHqIh3GgRMUw"",""jEr99iuvhTgdKS8-NyMvaA"",""nixQjPlfVhMEhrNkmp5FDw"",""0yeivpX5ESfDO7djvhi6lg"",""f0TN5yZ7JBMKIzr3hSuwFQ"",""o5STsEtfvD1Ig0J7Z-1uxA"",""Z3AYjHqiFJccwaR9qUeOHQ"",""r52bugu98l77gdqTnIJ2oQ"",""deL6e_z9xqZTIODKqnvRXQ"",""n0r_0HkCFaC175vXtIVcaQ"",""lnMz0MZIAmCbclLJf7W9zQ"",""4beJnHnO6LH-bOBDEL6mEA"",""_uqIpl5tzucKuIlZZPBZRw"",""owlUazXSDLaxlOV7z8181g"",""O5VAQ-dbR2Bk0OZLL1L0Ig"",""0FMte0z-repSVWSJ_BaQTg"",""Bv3Zt8seTtqks7PoriKvSw"",""37S80IUIfb8yMsSwWWDsFA"",""-ILUcUiVCepCKKC-Wpel5g"",""yV5GOIgaB2U2ilb7kj1ybg"",""cviyGIyg_hAa8_BZ9FIFRw"",""CZs1Eq7t1fqpXV1yox-CVg"",""7YkAI5_NfbcwhQeKMSZRwg"",""7Q6nBHl6NJ9gbJ900FkkAg"",""dyasNvlRh290wLZ3XqKmxQ"",""OoyQYSeYNyRVOmdO3tsxYA"",""x9DRvDktxccwvZemaOMgZA"",""xo-KEf5cfCyJEKu1ThbgLg"",""LEGudhGQU2sBvpyltEov1g"",""oG9VFtr_ye8v2tDnS3NOYw"",""WG3w_73scm_JUWJ_3Lgn0Q""]","213","Lynn","389","350","zH6racrZ7rUqqv_Qy6dZDQ","2015-11-04"
"4.25","2","0","2","0","0","0","8","0","2","0","2","48","[]","2","[""bLbSNkLggFnqwNNzzq-Ijw"",""C1Gv8MocBrrX4qPQ497J1w"",""4kThMXF7d6L4gH8NTjpoEQ"",""6RI4tZVIt3Ekg1HNrpFkbg"",""Dui5vc3Gh0ZmFC2Vl3d-FQ"",""3Eow-5X1d6BMRi4as1Xy2Q"",""jJDEwznWHQIaT4Z0lIFl5A"",""Dqrrq8XDWAjBRHllraSBxg"",""O5VAQ-dbR2Bk0OZLL1L0Ig"",""1T-rePv-lLJDO5gVGFyfFQ"",""Up425JN4Thf3kThLTZIA9w"",""DC-eUCITuotmQ1Fyl4-Jtg"",""PhUqhfyk3jdaS0Xb619RJQ"",""u_wqt9RshdZsoj8ikLqoEQ"",""ATwKhh6I02oRdIFvTEkcog""]","40","M","163","462","5fZk-aijjsRehb_jZJRXag","2013-12-16"
"4.64","0","0","0","0","0","0","0","0","0","0","0","0","[]","0","[""l0r1dpWDTJP6NXElyT0UKw"",""7i47PDFmSBB2KpZ4kKuKCQ"",""xPySNt9FFPIfE07vcHJxPw"",""BE-GULNj8SAZmrK79da48Q"",""PXsA65vSNNK6c2BXwqr68w"",""0o8HUzggoNKay9-ZMj3HqQ"",""vQb2G1iiKc4HWq6R50d1Ig"",""c22DWKlOM-fzHggyG_NxFQ"",""N32f9jOqgGI57VkEUTCfmQ"",""X316YpYHeJyqV7zB_BdJKQ"",""M4HSGpBtui67HZo4b0gPyg"",""8DEyKVyplnOcSKx39vatbg"",""4YO567yc-4bFLuvFMMX75w"",""tjwuxpqY-IkGXejWGxW3-A"",""UkzaBBUE3nSHyqUtIzRjNQ"",""7ApY4zh2vidDyl4VtkRa2w"",""wIaktmJWXbvRjzMmr_Q1Gg""]","4","Harriet","22","81","57_WmSFvbt6fz3RUT3fwfw","2011-06-22"
"4.44","9","0","9","2","0","2","3","1","6","1","2","23","[]","5","[""53-0CIUo-pd5ysfvHXb2yQ"",""kFYEp9HvN-yTStS7YD_bVQ"",""DT5JuPKzBEyJCN3EwZV9KQ"",""A0j21z2Q1HGic7jW6e9h7A"",""QizoV4-z0W1E3oKsNTgqAQ"",""bLbSNkLggFnqwNNzzq-Ijw"",""vxdyFpyiWkbSOYHefhB_dg"",""xfDCj46WPUlFVbe3Pdq09g"",""nmdkHL2JKFx55T3nq5VziA"",""TdYKJgSgY2GF_YJnwsi5yQ"",""QF3FJ_lLCGUrYk_vamsRaA"",""bMxx9oqQQn1nqeIOSIQNFQ"",""to5QXyxyI84QCR9JJMXrSw"",""P3sGGCBWdGlgkEu82MXOhw"",""ia5kvJxYR8gPItl9O4W0Mg"",""eAJ3Ip0vh-zuk_BmcmchYA"",""yh8_9Ix1wp9dekvyOZbilQ"",""tCbEkK11lnqeaNVkhlurrQ"",""4fM5kiW-haOTm3SCPYgs2w"",""lMY8NBPyzlPbbu-KBYfD9A"",""e6iCOIhtupBCiw-VwBvJ4A"",""qk20fn8BpHjtkeHkEfaRNA"",""PhUqhfyk3jdaS0Xb619RJQ"",""4FXbovgSEFZ5_9S5wddFIg"",""ABPnzKPWAoYzuoNn9bHq-w"",""bunfS1_eWMJohNb-i1LpXQ"",""p5RcabsU9DXQEDef9RiRlQ"",""YMglXGpQu9y62iJRPJVVDw"",""0JGU7X3w7wdnfYxRCF-V6w"",""MGrNMMePj0kw-6LIL1SflQ"",""pJHg-bdR2SLO_-r8FCLzEQ"",""H2JnoJC9kjSi7RAdSl92Bw"",""CZ7D2YlNQSzM92borVqUqw"",""dvl2HYHqn5Md8zUUkljhBg"",""WFN-sUvDzJz9Ip5lxEBJSA"",""zFYs8gSUYDvXkb6O7YkRkw"",""TQ9A1LVp6z-fIc494RsLDQ"",""0uEqdNTVj-I7zM83bbcgsg"",""giJKPZbmZofGMS3f4vl5mg"",""4p3RwTwjOtxH7DeNsLzupQ"",""iOhD8xrXFO18VsttgvnXUA""]","1","Alex","68","38","JT3A6T_7whMToRxTmy0Zrw","2014-04-26"
"3.85","182","3","182","148","1","18","25","18","111","8","75","1460","[2012,2015,2016,2011,2017,2013,2014]","29","[""53-0CIUo-pd5ysfvHXb2yQ"",""WJKocp9RE0KatUwh3_DkGg"",""-FZBTkAZEXoP7CYvRV2ZwQ"",""_pBzBgtCTN9PNUPfgPDI8A"",""nRdfX_I0CaOq7lJunJMPpA"",""XNvmkt1nNWO9ZxoHuYyugA"",""N3oNEwh0qgPqPP3Em6wJXw"",""IDl8QswIXwI6Fr6KW3TbRw"",""CDvhiRiczAq0M5pktyiyog"",""rt3PC7WCgCKsoufmQJELfw"",""gvyYZgFdBbcT3xGjWOvZag"",""fgkJ6KUlrmbKyLDQervxsw"",""NPcfkN0rdBOiK-A8Nd76bg"",""8XKSiMpMxgdwI3qjuqmXFg"",""ACwN_B8nl4yJ4FlqCGR9yg"",""CCWeUsUzgoF8XLenbNeICA"",""hWDybu_KvYLSdEFzGrniTw"",""VnbSEqIViDzjhzmRCLHmpg"",""fgwI3rYHOv1ipfVfCSx7pg"",""kEeLmjRhcrBzK0LK-WHuPw"",""djb61X-vkg5PF16qM_wI5Q"",""xFSLb_pxXta5G4oaRB1ylQ"",""dwl0NrgPtTZWT_AKJ0ezjQ"",""VQz9-u5FwMCYRo3IRbHX8w"",""BlRAeBCmN_ifrmz_H1grfA"",""SiXUv1oE6uTAbbHXOaXy4Q"",""YZbfmhKsWCqoq8P0_iFv9w"",""zQTEbn5nWGPypxOf2uRPmg"",""1afPtEJkkXDrdXSr7ftf-g"",""lsZlV02ZdqEzR-qILdT7Cw"",""TuoqT1x5SY6RvJ4LLGCKmQ"",""j-1qkha4h87wMfNfwPvfqQ"",""N1eblziJZ5N4OcO2HYWZFA"",""BbwldZQM1i89cAvV7fce3A"",""E19IMURE4WEoCnvDx-bylg"",""IDVFG1pNSHIHoVuoLuZpcQ"",""AN9y_ctlxODtNOhwk2mx-Q"",""w-w-k-QXosIKQ8HQVwU6IQ"",""baY9cJBx7oprSZNKA3BIHA"",""jI5grCzPrcpYgqtNVygWRQ"",""i_DR3vdE73nVm2GlMbGpGA""]","1649","Kevin","283","1579","90ZtCUwxXjUBvrdBgyWYyg","2011-04-05"
"4.27","12","0","12","12","0","3","10","2","10","0","2","51","[]","6","[""jzjcDOIaiJOP5mci0FEStg"",""7SFUWbb33dOR8lmO51h3dg"",""dyhTHLIf6eWBvU78Y3T06A"",""tJ1qdNdG0tZywbgH9uw9qw"",""9uFAa42lNbWGyOIDfKqB7Q"",""0UI9KTPdtkwl9lMdMT-Sgg"",""jsBkZwsQ_ywGGAP4Z9wpMg"",""dLWDy4yzVzMQuhjoEcRO0g"",""UmXzwFM2OkZHWJ5cJZlqkg"",""kkZBWhJXzMIox75wiy4OWQ"",""HtCPdVujYJAZF4FKr-C9Lg"",""sTcYq6goD1Fa2WS9MSkSvQ"",""KeuwC8E1238SP6xyKpBM6w"",""Yej5B4nd8PqpHMQcmCTDrg"",""SWqV4HCiCAZ91GPWKadeVQ"",""AMqRKxavwt1yTBzlMrG8sQ"",""kc-rnN-ndnFTdHG4TfIgeQ"",""WBDenhIG-zB271HN9CVAAQ"",""hTXv-18R-ih8zJYz7wyu_g"",""dIIKEfOgo0KqUfGQvGikPg""]","22","Tony","44","27","PjXc1Zxl38vINgMOUzFNGA","2008-02-15"
"3.26","26","3","26","11","0","7","8","8","10","4","17","5","[2014,2013,2010,2012,2011,2015]","27","[""Nci8Nx0_9G0MSLYvQifacQ"",""jtM-lajwSwW65wJRaMuFxg"",""9UaQnSBUgItgJy-yZKK_CA"",""JiqUeiXgugNrmvJEOx7NyA"",""xTuARYZMQ95v5PIpCdwITw"",""5zzP3HvPaGjtVYiIvRd6Mg"",""0V55p7qXnDpGdfFuC-CFHA"",""0vXEsuzxnHFiHR9lmoC2vw"",""DxaNaTmD7Xdp_laHym9X5w"",""7dwh3pL2tbSeSvL0qLzUrw"",""1e-YlTcTpYKkCu6d_7kSJQ"",""uKxUtSvo1An9d1xbQOiidA"",""7rRgMYBdpsUBLYnKCzeApQ"",""W-OZPeKh4R0GlywUsl09PA"",""q-XIjEYIdhlKHY2QzQlYxQ"",""nr2QuEyY_ZKicxnF4eCmLQ"",""QJI9OSEn6ujRCtrX06vs1w"",""cIofQoDbdbDf47s3-GhRoA"",""bWJWcQyDKtFSvsTW2tR3hw"",""mjPoAKnPHkxPs9EEb9TZjg"",""yLW8OrR8Ns4X1oXJmkKYgg"",""i_DR3vdE73nVm2GlMbGpGA"",""6tbXpUIU6upoeqWNDo9k_A"",""Thc2zV-K-KLcvJn3fMPdqQ"",""ae3qusoF3IwcQuL7QIx1dQ"",""lRkPbjQNXiyYq8xiGlEAfA"",""3z7E1Gg001_1YdZZYDnO2A"",""wxIvIBhuOSMnTmvZ6WyZ0Q"",""iB029G-QpK_VeH70KpwBvg"",""hizGc5W1tBHPghM5YKCAtg"",""JurdZVY9sBSeOCa4VI2OUQ"",""UsXqCXRZwSCSw0AT7y1uBg"",""OapLWhQI4_Gm32-nYbHmUA"",""C33jQ2Ne8KC4W3i-S7zjDQ"",""ixBigHmSphGD4pPw8tYCyw"",""jrMxBHW3SlUGVGYWvPsHWA""]","48","Cintya","437","23","TyepNPbEnMCy1_IhsT0YAg","2010-03-13"
"3.84","17","0","17","6","0","3","16","0","10","0","2","92","[2009,2011,2010]","4","[""DaHz6F3ng2iEPnAGTKTpkw"",""8SgjU2fID9VqKQooFt1DIQ"",""JM0GL6Dx4EuZ1mprLk5Gyg"",""dIIKEfOgo0KqUfGQvGikPg"",""Rzf35jKV8e8EJdssrae_AA"",""bpgbVPJcG-wQ4cNBcPPIxw"",""uG35h72BAMutvXAWdRpqCQ"",""Ec0wXkdBDuLtuUGNxbQW3A"",""rKOVduk_kQpoIiom5lbBAQ"",""PAeEkjrXTub0ENa4rZiWvA"",""xR4engcg6Vm8xToBgKI5FA"",""-fQPzH-e-ubDIiLQhybEjQ"",""FkOmPLXOIhb6994LD389Rw"",""Vmsmf4i096q9feBgp4CuXA"",""qibGLHABNReGeJr2w4_8yQ"",""J1yNYAjojpD_KpocG-W3KQ"",""RBZ_kMjowV0t6_nv2UKaDQ"",""u0JoB0Vm1ZhwF8nysxPnfg"",""M9rRM6Eo5YbKLKMG5QiIPA"",""jwfOpCgeob0itikBIfPi2Q"",""Ao6Te-R3oCCAXpklhxQ_eA"",""XT2PFiGrgNwB5ZmgbJlelw"",""cxfQr71C1rIi-cH_Ml8h-g"",""uF5V6WYHa38TJU9LFQyjFQ"",""dpEtyfB2o7MH1Mc_Ygoolg"",""MfxdEmaH-0_ITpuXU4Hgzg"",""HtCPdVujYJAZF4FKr-C9Lg"",""SrF972IxsELYQ3eaWB5X4A"",""D9patliQtlm646P_fyiCaw"",""tJ1qdNdG0tZywbgH9uw9qw"",""UmXzwFM2OkZHWJ5cJZlqkg"",""QuZbJquRtbY9O9JrB9NpxQ"",""kgUlckbRyHvMD_78NoXE9w"",""04J_q_VhSBItxNiEAN-gkA"",""koh0AW-XXC5p7xDwwrh26Q""]","78","Ryan","91","204","jjj-rTey-q2XN1oRNHpD7A","2007-08-12"
"3.87","175","2","175","45","0","15","78","16","220","8","75","394","[2013,2010,2011,2012,2014,2015,2009]","63","[""T5vVvAqlZiKcPIXS857kQg"",""fizQCTCPoLdKeJUPIF1vKA"",""3Vd_ATdvvuVVgn_YCpz8fw"",""IXdmrbRu0veA-OuaP0URwQ"",""KMddoqBFJ2h9AYbaetprFg"",""PCw6BSqr7_PSxM8crhi8DQ"",""BaDXGaA7Ul87bo6FbmcOJA"",""1dQiuUvvK8427TBmqj_4Vg"",""f6IzT6Fm0cO7J-pGdKFVzQ"",""UlsZJ618qrY5W6NIcHk8pA"",""9auFKOnjngvpgL4h3iwO4Q"",""X21PenoIOsBQB4gQyAJ8DQ"",""zH6racrZ7rUqqv_Qy6dZDQ"",""D43OWyfzIQjL8feJpYh2SQ"",""CiPLSXLY2T3-bufr8ml5DQ"",""kcIzgzkrnbY2mX0kYd0p3g"",""rt3PC7WCgCKsoufmQJELfw"",""YLeDSZ1Nh1N0hNsSyQdE3A"",""myql3o3x22_ygECb8gVo7A"",""L3DxG0n3lRq5N2lv1QNrrA"",""SfY0jEFqBkrqq9bVi6P31Q"",""HK-TlD0yVA_tpTXZxfzu2w"",""ynK_4lHrkqdXSHdrtQdq6g"",""0o8HUzggoNKay9-ZMj3HqQ"",""A9qy3Iy-a8dxmDn6Z9bdSA"",""GWs9J6lIUqrySTxl6uXO0A"",""RHeE9X2yqg7TNeKzCNdJLA"",""JQIZhoQB-Tg9hdBEj90m4g"",""H3wPBzQCKCKiHcV7GZK4kg"",""sdpIz4-s15T239CZ4Bd6Ag"",""nI2gZyZReOun6PSPlq7iSw"",""XVg61hCmAPAhyPMMDcNEWw"",""rXKVVBZzhdxDgx_I9zdGHw"",""XnI-AHs6Sf323o913vXObg"",""7nA9P6EukhTwZi67JB-UTg"",""IfD6QuyVdEvJrlucIJlexg"",""GVWRzFkfbDYrbKjggZowyA"",""qewG3X2O4X6JKskxyyqFwQ"",""hv_M1Kf1EPWDBB1bgnzu6Q"",""JlwWHBFT76iSJe5mWIcZ4A"",""WaAOt_eG0_-yLpG3fI--3g""]","610","Christopher","73","722","bP1-iaqAuy4tEoviQaxJrA","2009-02-11"
"1.0","0","0","0","0","0","0","0","0","0","0","0","0","[]","0","[""CZ3U1gBvkcbbnd55fQUISg"",""VuR2lRyVs0QzfSeCb1NKUg"",""wxQCLMnuVYbdtmQCc2ryZg"",""0MNS9r3wTTQW09Rv_eMQ5w"",""nMAzcsygtfIDedYJdBu8Uw"",""9jhKEM0ak-nEUZs579kByQ"",""iuRCU0H1po1Tqv5G1xX2uQ"",""eT1fMtFjONhOpB30yfAJeQ"",""OjcrPymXfxTHzpFpdule_g"",""3whYVTywFHM8BUfbKkjH4A"",""ywCqkqGzv8AgTxp-Z4uBew"",""liHf20JfllhmnN83HzyusQ"",""OsU7KYaYZwiYROG-bkQ3Zw"",""NKJGZG3Leap_1ub8nGBPLQ"",""osmr_culz4TteC0VjP1S6g"",""yWCLBdZz3O7oheV-FZgqrA"",""FBhRvD7ttsmP27UBve4KVQ"",""tMULB8-U31pDQ27uhByOEw"",""0Pr1KrcPc0sljpcFE6LHug"",""Dqyilw6XaxiXxGSU_b-X8g"",""ioa2kfWpMEPLwVAfSMcGyQ"",""JHrfI5Qr0LuglQnMTQAPwg"",""EidGDp1Av1E4iM3DXZ_ygg"",""T9lxO0ENRGdYT4Ci8NzYfQ"",""FRUAW8F4tAYUpyHXOxOsfQ"",""w2ywC7lGPU80GGClA6D4pw"",""JIWx5yepJDRlztdLosu7-w"",""bu9GSLIUMHivGEonYX9THg"",""vLh33ip8Dy0yKyJDraOwkQ"",""M-gUI-WZ67wLMX5oidUyUA"",""Az2vdPf-ZZXqVZTwI3bngg"",""6Iy8zSBDdDbIg0jAmlIOMg"",""ETiM0Ag5iW2UxajNdHVcnQ"",""nN5LKbvtjCGe7IIRXFU_cA"",""o7r9Pra-DJgbptutG0vZOg"",""6dTLlMpSZ9K_m-bob65_Hg"",""fYhLhaQmA4yry3lcsnAl1w"",""UejigzgBq_syqf5MvhqVMw"",""GUezMeY1Lj27e7KqQk1__A"",""lOfeSaaINihy-AOLtZ55uA"",""kqEbI2hb0m5kwhRDFpLtcA""]","1","April","3","1","3l2eXQ1b3cZHpOluetneDg","2016-07-16"
"3.11","14","0","14","4","1","6","20","3","15","2","9","335","[2009,2010]","19","[""3Vd_ATdvvuVVgn_YCpz8fw"",""xNKjIktegMyHVSXFznJTRg"",""omzK_8C8RdZoulHbC8t3Ug"",""nRdfX_I0CaOq7lJunJMPpA"",""LwVUO_5jjHuJRhvl6hlHVg"",""_VYSXWW5LLfAn4B4CUmXtg"",""z8wN6EQuw_JF-zTjcNgsLw"",""_2Sa7pq5z2XOUhS9DOCGHw"",""uyfJR4csz_gxBOqCeA5ztw"",""deL6e_z9xqZTIODKqnvRXQ"",""jOX6aVwI9sA-sQFWBZSsFw"",""RPrOssaMzAV2bBsu5U9HPg"",""8UKgn_VPunkwhIxFjNU_Sg"",""a9bYTRxQ31rLR6GfRE1ysQ"",""B7MAJ5WzAlnrIJZTPqmVoA"",""uG35h72BAMutvXAWdRpqCQ"",""y6To06jltp9_C0SHy48sSw"",""myql3o3x22_ygECb8gVo7A"",""abzIJZ1HBSsCh3X7xUAZ0w"",""rcU7ysY41qGppbw4pQgjqg"",""MZZ9jF0FxHySXq1kcbjhSw"",""aY1xp7oS5h2zJlubZGztjA"",""jpaBV6e6Sf3_CgvShteDSQ"",""sdD7FsJOmalb1JQpgqKJhQ"",""t511fq0nFeppix5_MP-nxA"",""opg5Cl7qTQhB-GDKvrmzyg"",""djp57omz9cccV1wI0_sqqA"",""erJ1HQwavgZx4996SMIxrA"",""Rdt-JiAN7Qlw3dJ7UVdNtw"",""EAAQYmmNk5gqARkOrj24QA"",""_ir8NHMtV7KPTwmBmlkmQw"",""BI4jBJVto2tEQ0NiaR0rNQ"",""-Vrb0dmE3AxJuJ0dyVY4NA"",""B6eORxjHBHU9y4CrjveFCA"",""R15IJIPOftPb_bdm6EKhOw"",""wilYYikurjPDtA-0sTQ5vw"",""g_VYtZv_3w03LIJbvYodZg"",""foI26DVq1aI0E-DYWzXeSQ"",""iyhqoE49PTX2VNITzpDw6w"",""VhkjxxBz-A4M-mMncpn1ZA"",""-gSz76_bKNJsKM2adr12yw""]","754","Brian","297","866","NSS0m8Qz6-XCTK8RCI6RKA","2008-09-13"
"4.01","3","0","3","4","0","0","3","8","6","0","4","5","[2016,2017,2015]","15","[""u8WIVYVQxiAFJWLdjJNkIQ"",""MvgEGMQ3kSI_LjmhqYYAFg"",""Fcig8YnnowLD3ktJpN1mGQ"",""f0SHitrEqc5k0DwWyPlY9w"",""UUqGHQFu2tQDGv5r3yJWPA"",""6av0qSdZlDG6rapm3zH_sg"",""1NDsC7qr1iX9IBra-NVHIQ"",""_ZT2GrSb31EJ81WV2XlFUw"",""jOU73K85NeMzBsqwJtfu0A"",""Rgn6Vhxksz2BPZVWsW5jVg"",""QPsTWMns6I-nMXAfPBPgdg"",""IU86PZPgTDCFwJEuAg2j7g"",""C6LV0p8L6IfBfh1YFRkWzQ""]","4","Emily","467","9","-rw9_TTO1XN4qD6-ex8yCw","2014-09-02"
